City,Hotel_Name,Price_DZD,Rating_Out_of_10,Reviews_Count,Latitude,Longitude,Facilities,URL
Oran,Appartement résidence mobilart,110000.0,10.0,1,35.70540130,-0.62902810,N/A,https://www.booking.com/hotel/dz/appartement-residence-mobilart.html
Oran,Residence sunset akid lotfi,100000.0,9.0,1,35.72470819,-0.59031253,N/A,https://www.booking.com/hotel/dz/residence-sunset-akid-lotfi.html
Oran,AZ Hotels Grand Oran,144745.0,8.5,348,35.64920200,-0.60622800,N/A,https://www.booking.com/hotel/dz/az-hotels-grand-oran-oran.html
Oran,Le cheval blanc,31500.0,7.1,146,35.70030400,-0.63787900,N/A,https://www.booking.com/hotel/dz/le-cheval-blanc-oran.html
Oran,2H Hotel,104400.0,6.7,47,35.70476673,-0.63236797,N/A,https://www.booking.com/hotel/dz/2h.html
Oran,Lounis Hôtel by Atlantis,65500.0,9.1,89,35.68803560,-0.64442910,N/A,https://www.booking.com/hotel/dz/lounis-by-atlantis.html
Oran,Charmant T3 au cœur du centre-ville,34438.0,10.0,3,35.70261989,-0.63448515,N/A,https://www.booking.com/hotel/dz/charmant-t3-au-coeur-du-centre-ville-oran.html
Oran,ibis Oran les Falaises,44888.0,6.3,363,35.71499138,-0.61435461,N/A,https://www.booking.com/hotel/dz/ibis-oran-les-falaises.html
Oran,superbe appartement F3 - 80m2,39360.0,8.4,5,35.70471964,-0.55503132,N/A,https://www.booking.com/hotel/dz/superbe-appartement-f3-80m2.html
Oran,New Apartment - 10th Floor - Panoramic View of Oran,100000.0,N/A,0,35.71073367,-0.61122030,N/A,https://www.booking.com/hotel/dz/new-apartment-10th-floor-panoramic-view-of-oran-oran.html
Oran,Appartement lux vue sur mer,100000.0,9.8,9,35.71448082,-0.61755052,N/A,https://www.booking.com/hotel/dz/appartement-lux-vue-sur-mer.html
Oran,Hôtel al-ksar,45000.0,6.0,6,35.70439341,-0.63575950,N/A,https://www.booking.com/hotel/dz/al-ksar.html
Oran,Amirale,52500.0,6.3,4,35.70463054,-0.64185188,N/A,https://www.booking.com/hotel/dz/amirale-oran.html
Oran,Four Points by Sheraton Oran,139500.0,6.7,455,35.71670014,-0.61009635,N/A,https://www.booking.com/hotel/dz/four-points-by-sherton-oran.html
Oran,Luxury Appartement à Akid lotfi & Canastel,79750.0,8.7,22,35.72554519,-0.58565497,N/A,https://www.booking.com/hotel/dz/beau-sejour-a-oran.html
Oran,Calypso Home Oran,41650.0,8.6,187,35.74719800,-0.77004900,N/A,https://www.booking.com/hotel/dz/calypso-home.html
Oran,Appartement T4 Akid Lotfi Oran,54000.0,N/A,0,35.73045950,-0.58523156,N/A,https://www.booking.com/hotel/dz/appartement-t4-akid-lotfi-oran-oran.html
Oran,Grand Hotel Oran,69750.0,8.6,75,35.70221330,-0.64558378,N/A,https://www.booking.com/hotel/dz/grand-oran.html
Oran,Chakib Areslane شكيب ارسلان,15000.0,N/A,0,35.68592674,-0.65671921,N/A,https://www.booking.com/hotel/dz/chakib-areslane-shkyb-rsln.html
Oran,LES 2 HORLOGES,34846.0,6.6,7,35.70019300,-0.64939500,N/A,https://www.booking.com/hotel/dz/les-2-horloges.html
Oran,Hotel Oran Bay Managed By Accor,191000.0,7.2,26,35.71445304,-0.61157048,N/A,https://www.booking.com/hotel/dz/sheraton-oran-towers.html
Annaba,Dar El Emir,75000.0,9.5,4,36.93247455,7.75049753,N/A,https://www.booking.com/hotel/dz/dar-el-emir-annaba.html
Annaba,La perle de Annaba,45000.0,N/A,0,36.90585010,7.74413190,N/A,https://www.booking.com/hotel/dz/la-perle-de-annaba.html
Annaba,Rym El Djamil Hotel,47175.0,6.7,3,36.95214420,7.77647170,N/A,https://www.booking.com/hotel/dz/rym-el-djamil-annaba.html
Annaba,Panoramic View apartment Seraidi Annaba,75000.0,N/A,0,36.91379673,7.67170708,N/A,https://www.booking.com/hotel/dz/panoramic-view-apartment-seraidi-annaba.html
Annaba,Adel Summer Annaba,45900.0,8.1,10,36.91796569,7.75211247,N/A,https://www.booking.com/hotel/dz/adel-summer-annaba.html
Annaba,Grande terrasse & BBQ Annaba,48000.0,N/A,0,36.91094959,7.76245084,N/A,https://www.booking.com/hotel/dz/beausejour-nb.html
Annaba,Sheraton Annaba Hotel,130000.0,8.0,57,36.90189200,7.76139600,N/A,https://www.booking.com/hotel/dz/sheraton-annaba.html
Annaba,Hotel D'orient,53550.0,3.8,5,36.89922740,7.76052010,N/A,https://www.booking.com/hotel/dz/d-orient.html
Annaba,Hotel Sabri,85000.0,1.0,4,36.95214420,7.77647170,N/A,https://www.booking.com/hotel/dz/sabri-annaba1.html
Annaba,Dar Andalous,108225.0,N/A,0,36.93391130,7.76361510,N/A,https://www.booking.com/hotel/dz/dar-andalous-annaba2.html
Annaba,MAJESTIC Hotel Annaba,57375.0,6.3,9,36.90460290,7.76026900,N/A,https://www.booking.com/hotel/dz/majestic-annaba.html
Constantine,Appartement F3,27000.0,N/A,0,36.23042630,6.58740790,N/A,https://www.booking.com/hotel/dz/appartement-f3-constantine.html
Constantine,Appartcirta,45000.0,9.0,1,36.36270490,6.60731833,N/A,https://www.booking.com/hotel/dz/appartcirta.html
Constantine,Bel appartement,35000.0,6.5,2,36.24082286,6.55172819,N/A,https://www.booking.com/hotel/dz/bel-appartement-qsntyn.html
Constantine,Hostel le Rhumel,15000.0,8.7,92,36.36889192,6.61743443,N/A,https://www.booking.com/hotel/dz/cirta-hostel.html
Constantine,Dortoir 25 Constantine,22275.0,8.4,73,36.36777062,6.61252986,N/A,https://www.booking.com/hotel/dz/dortoir-25-constantine.html
Constantine,Constantine Marriott Hotel,142500.0,8.3,260,36.33835943,6.62621498,N/A,https://www.booking.com/hotel/dz/constantine-marriott.html
Constantine,Appartement meublé,25500.0,9.7,3,36.35700520,6.63902820,N/A,https://www.booking.com/hotel/dz/appartement-meuble-constantine.html
Constantine,Apartement haut standing,42500.0,9.3,3,36.31214564,6.62713073,N/A,https://www.booking.com/hotel/dz/apartement-haut-standing.html
Constantine,Motel La Casbah,27500.0,10.0,1,36.36649674,6.61017278,N/A,https://www.booking.com/hotel/dz/motel-la-casbah.html
Constantine,Golden Tulip Hotel Alexandre,109500.0,1.0,1,36.25307420,6.71069730,N/A,https://www.booking.com/hotel/dz/golden-tulip-alexandre-el-khroub1.html
Constantine,Dortoir ily,112500.0,N/A,0,36.37447530,6.62721070,N/A,https://www.booking.com/hotel/dz/dortoir-ily.html
Constantine,apartment in a quiet area,41000.0,N/A,0,36.35152497,6.63839945,N/A,https://www.booking.com/hotel/dz/apartment-in-a-quiet-area.html
Constantine,Ibis Constantine,38475.0,6.3,622,36.36544006,6.60691381,N/A,https://www.booking.com/hotel/dz/ibis-constantine.html
Constantine,Hotel El Bey Constantine,48000.0,8.2,119,36.33758674,6.65036762,N/A,https://www.booking.com/hotel/dz/el-bey-constantine2.html
Constantine,EL BEY,48875.0,7.6,5,36.33907000,6.64577300,N/A,https://www.booking.com/hotel/dz/el-bey-constantine1.html
Constantine,Duplexe familiale avec jardin,22750.0,5.1,6,36.41789622,6.59004306,N/A,https://www.booking.com/hotel/dz/duplexe-familiale-avec-jardin.html
Constantine,Appartement F3 équipé Résidence Meriem Constantine Nouvelle Ville,42500.0,9.3,3,36.23005569,6.56392526,N/A,https://www.booking.com/hotel/dz/apartment-f3-ali-mendjeli-el-khroub.html
Constantine,Novotel Constantine,46431.0,6.7,407,36.36533639,6.60651684,N/A,https://www.booking.com/hotel/dz/novotel-constantine.html
